respondent_id,synced_at,bu,survey_type,subholding,location,region,facility_type,facility_id,overall_score,overall_group,people_score,process_score,premises_score,nps_score,feedback,tags,sentiment,channel,language
66b7a9d8-7aad-411d-8c20-8f3bd370d050,2026-02-22 10:05:56,API,General,API,SUB,4,"T1,GATE 6",SUB-BOARD-T1-GATE 6,3,Neutral,3,3,,,"Suara PUBLIC  ANNOCUMENT NYA TIDAK JELAS , ketabrak sama annocument di gate nya",Information and Announcements Clarity,Negative,,Bahasa
2945088b-617b-4b27-b405-fe68d39506cf,2026-05-22 11:03:26,API,General,API,YIA,4,BOARDING LOUNGE DOMESTIK / GATE 1B,YIA-BR1B,4,Satisfied,3,4.5,,,Lounge all ready comfy,Seating Comfort and Layout,Positive,,English
cc627318-ed0e-48d6-99a7-5219240a1899,2026-06-22 08:13:15,API,General,API,YIA,4,BOARDING LOUNGE DOMESTIK / GATE 1B,YIA-BR1B,3,Neutral,4,4,,,Untuk boarding sudah oke Saya cuma menyarankan dari tempat parkir mobil alangkah bagusnya disediakan troli   Kalau bawaan banyak lumayan capek   Terima kasih,"Facilities and Amenities (Water Stations, Shower Rooms, Smoking Areas)",Neutral,,Bahasa
c4e8ad61-853f-42e9-84de-5a8dc84fac43,2026-06-22 07:14:39,API,General,API,YIA,4,BOARDING LOUNGE DOMESTIK / GATE 1B,YIA-BR1B,5,Satisfied,5,5,,,Untuk smoking room bisa diperbaiki untuk blowernya sehingga di dalam ruangan tidak terlalu berasap terimakasih,"Facilities and Amenities (Water Stations, Shower Rooms, Smoking Areas)",Neutral,,Bahasa
f3af65bb-56d5-4007-8708-b60bf8006eb8,2025-12-21 23:38:15,API,General,API dan IAS,CGK T1,1,BOARDING LOUNGE T1A-7,A.BL7,1,Dissatisfied,5,1,,,"Dalam terminal 3, terlalu sedikit tempat pengisian air minum hadeh","Facilities and Amenities (Water Stations, Shower Rooms, Smoking Areas)",Negative,,Bahasa
97057f19-2e57-4ec4-aa33-0a82ac753ac8,2026-01-23 10:21:23,API,General,API dan IAS,CGK T3,1,BOARDING LOUNGE T3 DOM,BL.T3.DOM,4,Satisfied,4,4,,,Sudah cukup,,Neutral,,Bahasa
145fb81d-7eb8-488a-9fee-f51adf2f56e1,2026-03-23 09:26:14,API,General,API dan IAS,CGK T1,1,BOARDING LOUNGE T1B-3,B.BL3,1,Dissatisfied,1,1,,,"Dirty, no good options, locked into the gate",Cleanliness and Maintenance of Facilities,Negative,,English
67a247ee-137d-4273-a046-7aba424eb211,2026-04-23 12:16:21,API,General,API,YIA,4,BOARDING LOUNGE KORIDOR,YIA-BR-K,5,Satisfied,1,5,,,,,,,Bahasa
5438ef46-30c7-42f0-9e5b-d6566ffd5d5c,2026-04-22 17:16:01,API,General,API dan IAS,CGK T1,1,BOARDING LOUNGE T1B-4,B.BL4,1,Dissatisfied,,,,,,,,,Bahasa
068689b9-2f3e-423e-a1e5-9e8aa25b6278,2026-05-22 23:31:56,API,General,API dan IAS,CGK T1,1,BOARDING LOUNGE T1B-4,B.BL4,5,Satisfied,,,,,,,,,Bahasa
8870e6eb-2d9a-47c9-a170-7a5bf91c8084,2026-02-23 23:44:26,API,General,API dan IAS,CGK T1,1,BOARDING LOUNGE T1B-5,B.BL5,4,Satisfied,3,3.5,,,Tolong ac nya jangan terlalu dingin,Air Conditioning and Comfort in Waiting Areas,Neutral,,Bahasa
caa8958a-c75b-41a4-9c9e-e12c5244ff69,2025-12-24 14:06:23,API,General,API dan IAS,CGK T1,1,BOARDING LOUNGE T1B-4,B.BL4,1,Dissatisfied,5,3,,,Urban People choice goreng ayam dan gorengan di ruang tunggu  walaupun tidak ada exhaus fan...Memang boleh ya.. tanpa sepengatahuan managemen saya rasa tidak mungkin mereka masak.. Kami tidak bisa bernafas ruang ber AC dan tertutup..,"Facilities and Amenities (Water Stations, Shower Rooms, Smoking Areas)|Air Conditioning and Comfort in Waiting Areas",Negative,,Bahasa
91a3f89c-81a4-4d9c-b9dc-543cfa97d302,2025-12-24 10:03:52,API,General,API,DPS,2,BOARDING LOUNGE DOMESTIK/ GATE 5,DPS-BR.DOM-5,3,Neutral,5,5,,,Pesawat Delay sangat Lama,Waiting Time and Queue Management,Negative,,Bahasa
b6f63329-56ba-4b84-9c0c-3f2c1e49f5f3,2026-05-24 16:41:26,API,General,API,YIA,4,BOARDING LOUNGE DOMESTIK / GATE 1A,YIA-BR1A,2,Dissatisfied,3,4,,,"Jarak ke toilet jauh, sebaiknya toilet dekat dengan jalur jalan & boarding lounge","Facilities and Amenities (Water Stations, Shower Rooms, Smoking Areas)",Negative,,Bahasa
0e8c91ce-0ada-449c-9434-564232ef5a91,2026-06-25 14:19:17,API,General,API,YIA,4,BOARDING LOUNGE DOMESTIK / GATE 3A,YIA-BR3A,5,Satisfied,5,5,,,Global standard,,Neutral,,English
7bec3452-7a07-4fb1-8790-ea65686afb72,2025-12-24 16:25:49,API,General,API,SUB,4,"T1,GATE 1",SUB-BOARD-T1-GATE 1,5,Satisfied,5,5,,,,,,,Bahasa
081a65b3-dcaf-4895-965a-cc0b120d80e7,2026-01-25 16:07:17,API,General,API dan IAS,CGK T1,1,BOARDING LOUNGE T1B-7,B.BL7,5,Satisfied,5,5,,,,,,,Bahasa
9faf8058-9bab-43ea-bcd8-fc8910ca4db8,2026-02-26 13:03:22,API,General,API dan IAS,CGK T3,1,BOARDING LOUNGE T3 DOM,BL.T3.DOM,1,Dissatisfied,3,1.5,,,"Airport should be quiet and calming, because travelling can be stressful. Do not put any music, because some music can trigger more stress if it doesn't fit people's taste, and people have different tastes.",,,,English
c0caea74-e90f-47e5-bc05-1078374b29c4,2026-03-25 16:48:36,API,General,API,YIA,4,BOARDING LOUNGE DOMESTIK / GATE 1A,YIA-BR1A,4,Satisfied,4,5,,,"Utk boarding lounge khusus disabilitas, tlng jd perhatian ato diawasi krn bbrp kali dipake oleh penumpang bkn berstatus disabel",Security Procedures and Security Staff Conduct,Negative,,Bahasa
6be626b6-2618-44e9-9dad-ae872cb9ddcc,2026-04-26 07:23:39,API,General,API,YIA,4,BOARDING LOUNGE DOMESTIK / GATE 1B,YIA-BR1B,4,Satisfied,4,4,,,Pemeriksaan di Xray. Mengapa laptop harus dikeluarkan. Bikin ribet dan tidak efisien. Airport lain di Indonesia tidak melakukan hal seperti itu. YIA harusnya bisa lebih customer friendly. Juga pada pemeriksaan di Xray harusnya kotak kotak tempat barang ditaruh paling ujung supaya tidak menghambat antrian barang dan bebas menggeser barang bawaan menuju lorong Xray. Tiba tiba kotak barang ditaruh tengah shgg kita harus mengangkat barang barang bawaan. YIA perlu studi banding ke Airport lain supaya efisien dan memudahkan penumpang.  Juga perlu tanda penunjuk arah ke lift yang menuju lantai 2 untuk akses check in area bagi penumpang transit.,"Signage and Information Display (Flight Schedules, Gate Information)|Waiting Time and Queue Management|Security Procedures and Security Staff Conduct",Negative,,Bahasa
31faaab2-c174-431d-96f3-d4ab14aeee24,2026-05-26 08:16:50,API,General,API dan IAS,CGK T3,1,BOARDING LOUNGE T3 INT,BL.T3.INT,5,Satisfied,5,5,,,,,,,Bahasa
96b375a7-feea-479b-8f40-910b6cd598f8,2026-05-26 04:21:05,API,General,API,BPN,6,BOARDING LOUNGE 9,BPN-G9,4,Satisfied,4,3,,,"Area musholla di sekitar gate 1&2 tidak dibuka... sehingga kami musti jalan jauh sampai ke gate 8..semoga bisa diperbaiki,kami ada diruang tunggu gate 2.",Airport Environment and Staff Attitude (Rudeness of Staff),Negative,,Bahasa
ab1907ee-291a-4948-9de3-1005236c0fde,2026-05-25 22:14:24,API,General,API dan IAS,CGK T3,1,BOARDING LOUNGE T3 INT,BL.T3.INT,5,Satisfied,,,,,,,,,Bahasa
f569730e-3cba-4a3b-9015-09ac96264675,2026-05-25 22:15:27,API,General,API dan IAS,CGK T3,1,BOARDING LOUNGE T3 INT,BL.T3.INT,5,Satisfied,5,4.5,,,Good ambience,Air Conditioning and Comfort in Waiting Areas,Positive,,English
53d70a0f-15ea-4bbb-a5ef-7ca77189477e,2026-05-25 16:51:58,API,General,API dan IAS,CGK T3,1,BOARDING LOUNGE T3 INT,BL.T3.INT,5,Satisfied,,,,,,,,,English
b4827dde-3639-4cf2-8dca-f98fdefd5a78,2026-06-26 14:12:16,API,General,API,BPN,6,BOARDING LOUNGE 5,BPN-G5,5,Satisfied,4,4.5,,,"Sangat baik dan bersih, serta pelayanan nya baik","Cleanliness and Maintenance of Facilities|Staff Behavior and Service Quality (Security, Customer Service, Ground Staff)",Positive,,Bahasa
4f063698-4fca-4fee-90e2-53c014f66bee,2026-02-27 10:13:15,API,General,API,SUB,4,"T1,GATE 1",SUB-BOARD-T1-GATE 1,5,Satisfied,5,5,,,,,,,Bahasa
8b5b27ad-40e2-458d-8e68-dd9f651ab592,2025-12-26 17:56:03,API,General,API dan IAS,CGK T1,1,BOARDING LOUNGE T1B-5,B.BL5,1,Dissatisfied,1,1,,,Bad boarding information and communication!,"Signage and Information Display (Flight Schedules, Gate Information)",Negative,,English
b3435ff4-1665-4a3e-8ad2-8784ca678672,2025-12-26 17:52:39,API,General,API dan IAS,CGK T1,1,BOARDING LOUNGE T1B-5,B.BL5,1,Dissatisfied,1,1,,,Membingungkan,,Neutral,,Bahasa
56652188-5632-444b-a5b2-826a2f1a092f,2025-12-26 17:48:48,API,General,API dan IAS,CGK T1,1,BOARDING LOUNGE T1B-5,B.BL5,1,Dissatisfied,1,1,,,Signage membingungkan. Informasi lokasi gate membingungkan. Tidak ada pos petugas yang bisa ditanya.,"Signage and Information Display (Flight Schedules, Gate Information)",Negative,,Bahasa
6c8773ee-6135-4481-b846-92b559562e89,2026-03-28 05:34:53,API,General,API,SUB,4,"T1,GATE 2",SUB-BOARD-T1-GATE 2,4,Satisfied,,,,,,,,,Bahasa
65b177ae-b409-4c10-b619-ce7ab617373e,2026-06-28 09:38:01,API,General,API,SUB,4,"T1,GATE 12",SUB-BOARD-T1-GATE 12,5,Satisfied,5,5,,,Sangat bagus,,Positive,,Bahasa
936e67e8-588d-4ce0-a0df-1aff24da40c9,2025-12-28 10:44:07,API,General,API dan IAS,CGK T1,1,BOARDING LOUNGE T1B-3,B.BL3,5,Satisfied,5,5,,,Bagus,,Positive,,Bahasa
ae5c8ce9-5263-4451-968f-4d6d969c4222,2026-03-28 15:57:22,API,General,API,YIA,4,BOARDING LOUNGE DOMESTIK / GATE 1B,YIA-BR1B,3,Neutral,5,3,,,Akses pintu emergency di area avsec dihalangi tempat duduk. Bahaya sekali. Sudah saya foto buat bukti.,Security Procedures and Security Staff Conduct,Negative,,Bahasa
6a2e02af-20c5-47d8-a84f-c894c596de09,2026-04-29 08:41:32,API,General,API,BPN,6,BOARDING LOUNGE 9,BPN-G9,2,Dissatisfied,4,3.5,,,Panas bandara nya,Air Conditioning and Comfort in Waiting Areas,Negative,,Bahasa
fe8cf12d-3502-48bf-b8fa-961269261491,2026-04-28 22:42:05,API,General,API,BPN,6,BOARDING LOUNGE 1,BPN-G1,5,Satisfied,,,,,,,,,Bahasa
e77fa8ae-668c-4cdc-9d99-f8f954244368,2026-04-28 19:29:54,API,General,API,BPN,6,BOARDING LOUNGE 9,BPN-G9,5,Satisfied,,,,,,,,,Bahasa
d083dbcd-7277-447c-b16d-872f9ba22099,2026-06-29 10:04:08,API,General,API,BPN,6,BOARDING LOUNGE 9,BPN-G9,4,Satisfied,,,,,,,,,Bahasa
b032f2f9-0004-45ba-8144-b7a350852f11,2026-06-28 18:40:18,API,General,API,SUB,4,"T1,GATE 6",SUB-BOARD-T1-GATE 6,3,Neutral,5,4,,,Kursi dengan fasilitas charger,Seating Comfort and Layout,Neutral,,Bahasa
874cb873-ad42-44a5-b7e7-47625fc130d7,2025-12-28 21:39:04,API,General,API dan IAS,CGK T1,1,BOARDING LOUNGE T1B-2,B.BL2,5,Satisfied,5,5,,,Pelayanan mantap,"Staff Behavior and Service Quality (Security, Customer Service, Ground Staff)",Positive,,Bahasa
21426ccf-b3d3-4f58-bf66-7944b24c4772,2026-04-29 16:42:02,API,General,API,BPN,6,BOARDING LOUNGE 9,BPN-G9,3,Neutral,,,,,,,,,Bahasa
df3ee5ce-7ef2-4dc0-bfcb-f8434f533238,2026-06-30 15:06:31,API,General,API,BPN,6,BOARDING LOUNGE 9,BPN-G9,3,Neutral,2,1,,,Fasilitas kurang lengkap,"Facilities and Amenities (Water Stations, Shower Rooms, Smoking Areas)",Negative,,Bahasa
c289f37a-d914-4dd5-a0b5-d8ed8e438516,2026-06-30 08:54:09,API,General,API,YIA,4,BOARDING LOUNGE DOMESTIK / GATE 1B,YIA-BR1B,4,Satisfied,,,,,,,,,Bahasa
bb65cf9f-dddd-4612-9535-87d9f3cb7d67,2026-01-30 16:10:15,API,General,API,UPG,5,BOARDING LOUNGE DOMESTIK GATE 1,UPG-GATE-01,3,Neutral,3,3,,,Wifi tdk baik Tdk disediakan smokingroom ( free)  Yg tersedia harus bayar 50.000 terlebih dahulu area resto/tempat makan.,"Facilities and Amenities (Water Stations, Shower Rooms, Smoking Areas)",Negative,,Bahasa
43eb67cf-e973-47bc-9086-6eddaeb663fe,2026-01-01 15:27:35,API,General,API dan IAS,CGK T3,1,CHECK IN T3 DOM,HCI.T3.DOM,4,Satisfied,5,5,5,,petugas sangat membantu,Staff Performance and Customer Service Attitude,Positive,,Bahasa
e6b7d80b-2647-45db-8a97-769cf51b564d,2026-01-01 08:35:20,API,General,API dan IAS,CGK T2,1,CHECK IN T2F UMROH,API-CHECK IN-CGK T2-HCI F LU,4,Satisfied,4,4,5,,"Sudah cukup baik, tertata rapih dan petugas nya ramah",Staff Performance and Customer Service Attitude,Positive,,Bahasa
733cd836-4041-42dc-bb94-a3c95c272f62,2026-04-01 05:20:00,API,General,API dan IAS,CGK T2,1,CHECK IN T2D,API-CHECK IN-CGK T2-HCI D,5,Satisfied,5,5,5,,Good,,Positive,,English
84afa0be-5a72-4c04-959d-59db518b3e6a,2026-04-01 03:36:30,API,General,API dan IAS,CGK T2,1,CHECK IN T2D,API-CHECK IN-CGK T2-HCI D,3,Neutral,3,3,3,,,,,,Bahasa
77a9354f-eb88-4e33-904a-841d7d9e298f,2026-05-01 09:34:07,API,General,API dan IAS,CGK T2,1,CHECK IN T2E,API-CHECK IN-CGK T2-HCI E,1,Dissatisfied,4,1,2,,Ruang cekinnya padat,Queue Management and Waiting Times,Neutral,,Bahasa
153542f4-f3af-4b17-852b-82315b979e28,2026-05-01 07:53:39,API,General,API dan IAS,CGK T2,1,CHECK IN T2E,API-CHECK IN-CGK T2-HCI E,2,Dissatisfied,,,,,,,,,Bahasa
18fa7b97-31e8-4a0b-b535-3fed842cd495,2026-05-01 00:32:26,API,General,API dan IAS,CGK T2,1,CHECK IN T2D,API-CHECK IN-CGK T2-HCI D,1,Dissatisfied,4,1,1,,Check in process was very long and very late. Peoples need to wait for 1-2 hours due to limited counters open for passengers,Queue Management and Waiting Times,Negative,,English
e2840865-7ecb-4f42-ba78-dd96dbb063d3,2026-06-01 10:40:23,API,General,API,UPG,5,CHECK IN C,UPG-CHECKIN-C,2,Dissatisfied,3,2,3,,Kurang cepat turnover penanganan per customer. Parah.,Operational Efficiency and Service Speed,Negative,,Bahasa
bae5459a-a203-4c7b-8678-638599a52261,2026-05-31 17:04:30,API,General,API dan IAS,CGK T2,1,CHECK IN T2E,API-CHECK IN-CGK T2-HCI E,1,Dissatisfied,1,1,1,,"Jika check-in counter terjadi perubahan, maka pihak bandara harus memberitahukan perubahan tersebut pada layar informasi penerbangan","Signage, Directions, and Communication Clarity",Neutral,,Bahasa
776a6a82-10f0-4be9-b03f-98ef70f3c7d7,2026-07-01 10:39:11,API,General,API dan IAS,CGK T3,1,CHECK IN T3 INT,HCI.T3.INT,1,Dissatisfied,1,4,4,,"Saya menanyakan lokasi check in Vietnam Airlines ke pegawai di T3, malah diarahkan ke T2 walaupun saya sudah konfirmasi berkali kali pegawai berseragam batik merah hat  Saya sudah ke T2 ternyata benar di T3  Kalau duduk di meja informasi semestinya info dasar seperti ini tahu dong, kok bisa ngasih info sesat membuang waktu orang","Signage, Directions, and Communication Clarity",Negative,,Bahasa
67bd76ed-424f-4dce-9e65-9701b381580b,2026-07-01 08:33:10,API,General,API dan IAS,CGK T3,1,CHECK IN T3 INT,HCI.T3.INT,5,Satisfied,,,,,,,,,Bahasa
dfd7e4f6-0392-4f88-b3fe-8ea3db9cb957,2026-07-01 05:57:22,API,General,API dan IAS,CGK T2,1,CHECK IN T2E,API-CHECK IN-CGK T2-HCI E,3,Neutral,4,3,4,,lama,Queue Management and Waiting Times,Neutral,,Bahasa
2c24b8b3-5c1b-4b14-aa96-b80132ffabc6,2026-06-30 17:27:48,API,General,API dan IAS,CGK T2,1,CHECK IN T2D,API-CHECK IN-CGK T2-HCI D,4,Satisfied,3,2,3,,Layanan sangat memuaskan,Staff Performance and Customer Service Attitude,Positive,,Bahasa
72011ed1-a226-4b74-a579-8cda78b8ff96,2026-06-30 15:29:10,API,General,API dan IAS,CGK T3,1,CHECK IN T3 INT,HCI.T3.INT,3,Neutral,5,5,5,,,,,,Bahasa
f8012310-a412-4b5e-aff3-d3c466c3f45e,2026-01-02 13:30:06,API,General,API,UPG,5,CHECK IN A,UPG-CHECKIN-A,1,Dissatisfied,1,1,1,,I asked a counter worker about the flight but he answers it in very arrogant way. Batik Airlines,Staff Performance and Customer Service Attitude,Negative,,English
63ed9dea-5363-4159-a9af-a21f7c8d97cd,2026-01-02 09:09:14,API,General,API dan IAS,CGK T3,1,CHECK IN T3 DOM,HCI.T3.DOM,1,Dissatisfied,1,1,1,,,,,,Bahasa
4168d6a7-84d8-49ec-aef8-3613e85153cd,2026-01-02 06:56:12,API,General,API,UPG,5,CHECK IN C,UPG-CHECKIN-C,1,Dissatisfied,1,1,1,,Counter terbuka sangat lambat. Telah banyak orang yang berada di counter chek in namun penjaga satupun tidak ada padahal telah mendekati waktu boarding,Operational Efficiency and Service Speed,Negative,,Bahasa
3fc154e2-c176-450f-b82c-d64df3ca52f5,2026-04-02 13:44:03,API,General,API dan IAS,CGK T2,1,CHECK IN T2F UMROH,API-CHECK IN-CGK T2-HCI F LU,1,Dissatisfied,,,,,,,,,English
6ea47c49-4a2d-4359-83c7-88bf6f5482e9,2026-04-02 11:53:06,API,General,API dan IAS,CGK T3,1,CHECK IN T3 INT,HCI.T3.INT,3,Neutral,1,5,5,,"Selamat siang... Ini bukan pernerbangan pertama saya dg pelita air. Hari ini sya terbang lagi namun petugas CS samgat tidak ramah : tidak menjawab salam kami,  tidak senyum, tidak sapa.  Sya hendak bertanya perihal check ini, namun langsung d potong agar langsung antri saja.  Mungkin mbak nya sedang ada  asalah lain sehingga kurang fokus.  Namun sebaaiknya agar lebih profesional dg memisahkan hal pribadi dg kerjaan.  Kami berharap Pelita bisa lebih baik. Ini bentuk perharian kami untuk kebaikan kita semua   Terimakasih",Staff Performance and Customer Service Attitude,Negative,,Bahasa
3c8a78a5-fe75-4b7e-b185-1693783cd88a,2026-04-02 04:45:52,API,General,API dan IAS,CGK T3,1,CHECK IN T3 INT,HCI.T3.INT,1,Dissatisfied,2,1,1,,Antrian panjang dan tidak ada petugas yg mengarahkan dan memberi solusi.,Queue Management and Waiting Times,Negative,,Bahasa
d8c2d389-92e9-4012-b521-f158a34ad374,2026-04-02 02:58:09,API,General,API dan IAS,CGK T2,1,CHECK IN T2D,API-CHECK IN-CGK T2-HCI D,1,Dissatisfied,1,1,1,,Di bagian baggage drop masih kurang  bangat karyawanya dan lambat sekali,Queue Management and Waiting Times,Negative,,Bahasa
3e36b5e6-48d5-4300-aba2-b966a56dc8af,2026-04-01 16:57:52,API,General,API,SUB,4,"T1,DEPP 3",SUB-CHECK-T1-DEPP 3,4,Satisfied,5,5,5,,berikan suatu kata stelah chek in trehadap penumpang,"Signage, Directions, and Communication Clarity",Neutral,,Bahasa
71856677-be48-425d-96a8-497525c505c6,2026-04-01 15:28:54,API,General,API dan IAS,CGK T2,1,CHECK IN T2D,API-CHECK IN-CGK T2-HCI D,5,Satisfied,,,,,,,,,English
47d822ee-d26f-42d2-b3e4-5456b81099d8,2026-04-01 15:30:03,API,General,API dan IAS,CGK T2,1,CHECK IN T2D,API-CHECK IN-CGK T2-HCI D,4,Satisfied,3,4,4,,Good ...no problem facing while peocess,Operational Efficiency and Service Speed,Positive,,English
03900cb4-76cb-4a3b-8cbe-42a71be476ea,2026-05-02 13:45:31,API,General,API,BPN,6,CHECK IN ISLAND D,BPN-CI-D,3,Neutral,3,3,3,,,,,,Bahasa
a42a5ac8-1882-449e-aff1-93c039eb3bf6,2026-05-02 10:36:56,API,General,API dan IAS,CGK T2,1,CHECK IN T2D,API-CHECK IN-CGK T2-HCI D,3,Neutral,3,1,3,,"Antrian panjang, petugas dikit dan pelayanannya lama.",Queue Management and Waiting Times,Negative,,Bahasa
73795112-d41f-44d5-b904-0708b471aed0,2026-05-02 09:09:21,API,General,API dan IAS,CGK T2,1,CHECK IN T2D,API-CHECK IN-CGK T2-HCI D,3,Neutral,4,4,4,,"Masih banyak mengular antrian saat cek in Semoga bisa lebih cepat dan efektif lg kedepannya, biar lebih cepat dan efisien",Operational Efficiency and Service Speed|Queue Management and Waiting Times,Neutral,,Bahasa
8660e262-d1ce-4cfd-89cc-517dfa336723,2026-05-01 16:52:29,API,General,API dan IAS,CGK T2,1,CHECK IN T2D,API-CHECK IN-CGK T2-HCI D,5,Satisfied,,,,,,,,,English
597ef944-8864-4884-8669-07e47c985b3f,2026-05-01 16:42:39,API,General,API dan IAS,CGK T3,1,CHECK IN T3 INT,HCI.T3.INT,3,Neutral,,,,,,,,,Bahasa
d2701573-a276-4459-b052-e2c49b8a2bb2,2026-06-01 21:29:55,API,General,API dan IAS,CGK T2,1,CHECK IN T2F,API-CHECK IN-CGK T2-HCI F,4,Satisfied,,,,,,,,,English
34b55491-e873-4477-9463-511768919c78,2026-07-02 11:49:56,API,General,API dan IAS,CGK T3,1,CHECK IN T3 DOM,HCI.T3.DOM,3,Neutral,,,,,,,,,Bahasa
acf4cad3-d267-4613-a3f5-940fba53b0bb,2026-07-02 07:09:55,API,General,API dan IAS,CGK T3,1,CHECK IN T3 INT,HCI.T3.INT,2,Dissatisfied,5,5,2,,"Tidak ada toilet di area gate 11. Harus ke area gate 13. Sedangkan boarding time masih lama, saya jadi standby di dekat toilet dulu sampai jelang boarding.  Ngerinya tuuh kalo saat boarding sy kembali ke gate 11 ternyata pindah gate, waah kacau dah..  Tolong ya tambah toilet nya  Ditambah kiosk check-in area Garuda banyak error saat ngeprint boarding pass. Sedangkan pagi2 antrian puanjaang","Queue Management and Waiting Times|Check-In Infrastructure and Technology (Counters, Self-Check-In Machines)|Signage, Directions, and Communication Clarity",Negative,,Bahasa
08785b78-2204-4cc3-9e27-48f69df1eb32,2026-07-02 05:54:01,API,General,API dan IAS,CGK T3,1,CHECK IN T3 INT,HCI.T3.INT,2,Dissatisfied,,,,,,,,,Bahasa
2ce53bab-6621-47f9-afa2-80abbbfb1b7c,2026-07-01 23:27:24,API,General,API dan IAS,CGK T2,1,CHECK IN T2E,API-CHECK IN-CGK T2-HCI E,3,Neutral,,,,,,,,,Bahasa
5133c25a-562f-48e6-ab3f-3b6bae567f71,2026-02-03 06:00:09,API,General,API dan IAS,CGK T2,1,CHECK IN T2E,API-CHECK IN-CGK T2-HCI E,2,Dissatisfied,2,1,2,,Selalu ada antrian check in (lebih dari 5 orang antrian),Queue Management and Waiting Times,Negative,,Bahasa
1887e57b-fe00-4559-a118-2495617d2895,2026-04-03 07:55:31,API,General,API dan IAS,CGK T2,1,CHECK IN T2E,API-CHECK IN-CGK T2-HCI E,4,Satisfied,4,4,4,,-,,Neutral,,Bahasa
a3af3f69-4321-4b8d-a930-d585d1d1b316,2026-04-03 00:37:25,API,General,API dan IAS,CGK T2,1,CHECK IN T2D,API-CHECK IN-CGK T2-HCI D,4,Satisfied,,,,,,,,,Bahasa
ca93e887-cdcd-4905-9421-7032c524fc1b,2026-05-03 05:17:53,API,General,API dan IAS,CGK T3,1,CHECK IN T3 DOM,HCI.T3.DOM,4,Satisfied,2,2,3,,"Masalah golf car, tolong kalo pulang malam (jam 9), golf car selalu tersedia dan ready untuk mengantar orang gendut yg beratnya 150 kg an.  Masalah bagasi, selalu lama. Pesawat parkir 30 menit, bagasi kadang sampai 40 menit, nunggu taksi blue bird 35 menit, jalan ke depok 1 jam lebih dikit. Waktu saya habis nungguin..... pulang jumat, minggu terbang lagi... Minta tolong diperbaiki kinerjanya..... kadang saya lihat orang hanya berdiri, tanpa basa basi bantuin, hanya lihatin seperti makan gabut....... please be friendly and help full.....  Itu masukan dr saya pengguna garuda platinum elit  Terimakasih",Suggestions for Infrastructure and Service Improvements,Negative,,Bahasa
026e0b36-b74f-4078-ab98-2f29abf1685e,2026-06-03 09:42:01,API,General,API dan IAS,CGK T2,1,CHECK IN T2D,API-CHECK IN-CGK T2-HCI D,1,Dissatisfied,,,,,,,,,Bahasa
3a65f8b6-f2f6-44a0-9ac9-60b135078cae,2026-06-03 07:03:26,API,General,API dan IAS,CGK T3,1,CHECK IN T3 DOM,HCI.T3.DOM,4,Satisfied,4,4,4,,,,,,Bahasa
96792c68-7a52-411a-a2bb-81ddf335ea3c,2026-07-03 03:10:41,API,General,API dan IAS,CGK T3,1,CHECK IN T3 DOM,HCI.T3.DOM,3,Neutral,,,,,,,,,Bahasa
28ae77e0-4225-4e40-bd11-b982ae64a05d,2025-12-02 10:01:29,API,General,API,SUB,4,"T1,DEPP 3",SUB-CHECK-T1-DEPP 3,5,Satisfied,5,5,5,,Anjungan self-checkin di Juanda cuma dua ya?,"Check-In Infrastructure and Technology (Counters, Self-Check-In Machines)",Neutral,,Bahasa
f29f2be1-de9c-4afe-87bd-df6a59d273db,2025-12-01 09:52:23,API,General,API,SUB,4,"T1,DEPP 3",SUB-CHECK-T1-DEPP 3,5,Satisfied,5,5,5,,,,,,Bahasa
1529b897-14db-4f6c-97ad-9d9dd0825f8b,2025-11-30 16:50:40,API,General,API,SUB,4,"T1,DEPP 3",SUB-CHECK-T1-DEPP 3,1,Dissatisfied,5,1,1,,"Drop bagasi terlalu panjang antrian, yang melayani cuma 2. Yang lain kosong. Sangat² tidak profesional",Queue Management and Waiting Times|Staff Performance and Customer Service Attitude,Negative,,Bahasa
57752562-359f-4f3e-a9bf-37e4532cd5bc,2025-11-29 10:49:05,API,General,API dan IAS,CGK T2,1,CHECK IN T2E,API-CHECK IN-CGK T2-HCI E,1,Dissatisfied,1,4,3,,Antrian udah sangat mengular. Saya yang mau checkin tanpa bagasi harus ikut antri.,Queue Management and Waiting Times,Negative,,Bahasa
ab5e66e0-7317-46ca-bc51-64fc49e183eb,2025-11-29 10:25:19,API,General,API dan IAS,CGK T2,1,CHECK IN T2F UMROH,API-CHECK IN-CGK T2-HCI F LU,2,Dissatisfied,5,4,4,,"untuk kedatengn di terminal 3 di tenda umroh harus nya di sipakan wchr untuk jamaha yang dadakan karna sering kali terjadi,jamaha umroh sampe airport bandara soekarno hatta termianl 3 banyak sekli yang butuh wchr dadakan pada saat keluar di kedatengan","Signage, Directions, and Communication Clarity",Negative,,Bahasa
9ebf4338-a4c0-4c12-b66d-fa107378c886,2025-11-28 23:42:44,API,General,API dan IAS,CGK T2,1,CHECK IN T2F,API-CHECK IN-CGK T2-HCI F,5,Satisfied,5,5,5,,,,,,English
